"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2025","jif_quartile","jci_2025","percent_citable_oa"
"Innovations in Systems and Software Engineering","1614-5046","1614-5054","COMPUTER SCIENCE, SOFTWARE ENGINEERING","('ESCI',)","469","1.4","Q4","0.36","15.15"
"International Heart Journal","1349-2365","1349-3299","CARDIAC & CARDIOVASCULAR SYSTEMS","('SCIE',)","2,382","1.4","Q3","0.36","100.00"
"MOLECULAR AND BIOCHEMICAL PARASITOLOGY","0166-6851","1872-9428","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'PARASITOLOGY')","('SCIE', 'SCIE')","3,934","1.4","('Q4', 'Q4')","0.36","28.42"
"Records Management Journal","0956-5698","1758-7689","INFORMATION SCIENCE & LIBRARY SCIENCE","('ESCI',)","316","1.4","Q3","0.36","23.53"
"SEMINARS IN MUSCULOSKELETAL RADIOLOGY","1089-7860","1098-898X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","1,259","1.4","Q3","0.36","3.41"
"TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY","","1600-0870","('METEOROLOGY & ATMOSPHERIC SCIENCES', 'OCEANOGRAPHY')","('SCIE', 'SCIE')","2,629","1.4","('Q4', 'Q4')","0.36","98.04"
"Turkish Journal Of Medical Sciences","1300-0144","1303-6165","MEDICINE, GENERAL & INTERNAL","('SCIE',)","4,011","1.4","Q2","0.36","53.33"
"Biophysics and Physicobiology","","2189-4779","BIOPHYSICS","('ESCI',)","415","1.4","Q4","0.35","100.00"
"Bratislava Medical Journal","0006-9248","1336-0345","MEDICINE, GENERAL & INTERNAL","('SCIE',)","2,432","1.4","Q2","0.35","98.86"
"CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION","0001-5733","0001-5733","GEOCHEMISTRY & GEOPHYSICS","('SCIE',)","7,929","1.4","Q3","0.35","0.00"
"CULTURE & PSYCHOLOGY","1354-067X","1461-7056","PSYCHOLOGY, MULTIDISCIPLINARY","('SSCI',)","1,302","1.4","Q3","0.35","24.68"
"Frontiers in Language Sciences","","2813-4605","('LINGUISTICS', 'NEUROSCIENCES', 'PSYCHOLOGY, EXPERIMENTAL')","('ESCI', 'ESCI', 'ESCI')","135","1.4","('Q2', 'Q4', 'Q4')","0.35","100.00"
"IET Software","1751-8806","1751-8814","COMPUTER SCIENCE, SOFTWARE ENGINEERING","('SCIE',)","592","1.4","Q4","0.35","100.00"
"Journal of Social and Economic Development","0972-5792","2199-6873","('DEVELOPMENT STUDIES', 'ECONOMICS')","('ESCI', 'ESCI')","516","1.4","('Q3', 'Q3')","0.35","17.08"
"Near Surface Geophysics","1569-4445","1873-0604","GEOCHEMISTRY & GEOPHYSICS","('SCIE',)","1,437","1.4","Q3","0.35","33.33"
"ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES","0169-6149","1573-0875","BIOLOGY","('SCIE',)","1,505","1.4","Q3","0.35","44.44"
"PSYCHIATRIC GENETICS","0955-8829","1473-5873","('GENETICS & HEREDITY', 'NEUROSCIENCES')","('SCIE', 'SCIE')","716","1.4","('Q4', 'Q4')","0.35","17.14"
"SAMJ SOUTH AFRICAN MEDICAL JOURNAL","0256-9574","2078-5135","MEDICINE, GENERAL & INTERNAL","('SCIE',)","4,150","1.4","Q2","0.35","73.70"
"SCANDINAVIAN CARDIOVASCULAR JOURNAL","1401-7431","1651-2006","CARDIAC & CARDIOVASCULAR SYSTEMS","('SCIE',)","1,070","1.4","Q3","0.35","36.89"
"STAR Protocols","2666-1667","2666-1667","BIOCHEMICAL RESEARCH METHODS","('ESCI',)","6,412","1.4","Q4","0.35","99.91"
"Tourism Review International","1544-2721","1943-4421","HOSPITALITY, LEISURE, SPORT & TOURISM","('ESCI',)","493","1.4","Q3","0.35","8.62"
"Urology Research and Practice","","2980-1478","UROLOGY & NEPHROLOGY","('ESCI',)","153","1.4","Q3","0.35","96.99"
"Acta Geochimica","2096-0956","2365-7499","GEOCHEMISTRY & GEOPHYSICS","('ESCI',)","1,361","1.4","Q3","0.34","5.28"
"CHEMOTHERAPY","0009-3157","1421-9794","('ONCOLOGY', 'PHARMACOLOGY & PHARMACY')","('SCIE', 'SCIE')","1,311","1.4","('Q4', 'Q4')","0.34","11.11"
"Clinical and Translational Imaging","2281-5872","2281-7565","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","796","1.4","Q3","0.34","21.12"
"Decision Analysis","1545-8490","1545-8504","MANAGEMENT","('SSCI',)","510","1.4","Q4","0.34","0.00"
"Electrical Engineering & Electromechanics","2074-272X","2309-3404","ENGINEERING, ELECTRICAL & ELECTRONIC","('ESCI',)","465","1.4","Q4","0.34","100.00"
"HIGH PRESSURE RESEARCH","0895-7959","1477-2299","PHYSICS, MULTIDISCIPLINARY","('SCIE',)","1,693","1.4","Q3","0.34","10.53"
"International Journal of Reliability Quality and Safety Engineering","0218-5393","1793-6446","ENGINEERING, MULTIDISCIPLINARY","('ESCI',)","585","1.4","Q3","0.34","1.74"
"JOURNAL OF FIRE SCIENCES","0734-9041","1530-8049","('ENGINEERING, MULTIDISCIPLINARY', 'MATERIALS SCIENCE, MULTIDISCIPLINARY')","('SCIE', 'SCIE')","1,137","1.4","('Q3', 'Q4')","0.34","22.03"
"Optoelectronics Letters","1673-1905","1993-5013","OPTICS","('ESCI',)","877","1.4","Q4","0.34","0.00"
"Qualitative Research in Organizations and Management","1746-5648","1746-5656","MANAGEMENT","('ESCI',)","935","1.4","Q4","0.34","6.25"
"BIOMECHANICS","","2673-7078","('BIOPHYSICS', 'ENGINEERING, BIOMEDICAL', 'SPORT SCIENCES')","('ESCI', 'ESCI', 'ESCI')","333","1.4","('Q4', 'Q4', 'Q3')","0.33","100.00"
"Botany","1916-2790","1916-2804","PLANT SCIENCES","('SCIE',)","1,972","1.4","Q3","0.33","22.56"
"CHEMOECOLOGY","0937-7409","1423-0445","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'ECOLOGY')","('SCIE', 'SCIE')","1,053","1.4","('Q4', 'Q4')","0.33","35.85"
"GeroPsych-The Journal of Gerontopsychology and Geriatric Psychiatry","1662-9647","1662-971X","PSYCHOLOGY, DEVELOPMENTAL","('ESCI',)","363","1.4","Q4","0.33","40.91"
"International Journal of Advances in Engineering Sciences and Applied Mathematics","0975-0770","0975-5616","ENGINEERING, MULTIDISCIPLINARY","('ESCI',)","310","1.4","Q3","0.33","2.27"
"Journal of Geosciences","1802-6222","1803-1943","('GEOCHEMISTRY & GEOPHYSICS', 'MINERALOGY')","('SCIE', 'SCIE')","589","1.4","('Q3', 'Q3')","0.33","97.92"
"Journal of Seed Science","2317-1537","2317-1545","AGRONOMY","('SCIE',)","610","1.4","Q3","0.33","96.43"
"NUCLEUS-INDIA","0029-568X","0976-7975","CELL BIOLOGY","('ESCI',)","812","1.4","Q4","0.33","4.78"
"Problemy Ekorozwoju","1895-6912","2080-1971","ENVIRONMENTAL STUDIES","('SSCI',)","446","1.4","Q4","0.33","98.60"
"Theoretical Ecology","1874-1738","1874-1746","ECOLOGY","('SCIE',)","988","1.4","Q4","0.33","48.15"
"Advances in Integrative Medicine","2212-9588","2212-9596","INTEGRATIVE & COMPLEMENTARY MEDICINE","('ESCI',)","380","1.4","Q3","0.32","26.70"
"ANNALS OF THE MISSOURI BOTANICAL GARDEN","0026-6493","2162-4372","PLANT SCIENCES","('SCIE',)","2,634","1.4","Q3","0.32","0.00"
"BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT","1310-2818","1314-3530","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","('SCIE',)","3,397","1.4","Q4","0.32","100.00"
"Egyptian Heart Journal","1110-2608","2090-911X","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","986","1.4","Q3","0.32","100.00"
"International Journal of One Health","2455-5673","2455-8931","('INFECTIOUS DISEASES', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH')","('ESCI', 'ESCI')","205","1.4","('Q4', 'Q4')","0.32","93.15"
"Journal of Agricultural Extension","1119-944X","2408-6851","AGRONOMY","('ESCI',)","440","1.4","Q3","0.32","71.76"
"Journal of Instrumentation","","1748-0221","INSTRUMENTS & INSTRUMENTATION","('SCIE',)","13,431","1.4","Q4","0.32","43.92"
"Journal of Transportation Security","1938-7741","1938-775X","TRANSPORTATION","('ESCI',)","249","1.4","Q4","0.32","18.75"
"Mechanical Sciences","2191-9151","2191-916X","ENGINEERING, MECHANICAL","('SCIE',)","841","1.4","Q4","0.32","100.00"
"PEDIATRIC HEMATOLOGY AND ONCOLOGY","0888-0018","1521-0669","('HEMATOLOGY', 'ONCOLOGY', 'PEDIATRICS')","('SCIE', 'SCIE', 'SCIE')","1,529","1.4","('Q4', 'Q4', 'Q3')","0.32","3.48"
"Records of Natural Products","1307-6167","1307-6167","('CHEMISTRY, APPLIED', 'CHEMISTRY, MEDICINAL', 'PLANT SCIENCES')","('SCIE', 'SCIE', 'SCIE')","1,324","1.4","('Q4', 'Q4', 'Q3')","0.32","97.50"
"Transformations in Business & Economics","1648-4460","","('BUSINESS', 'ECONOMICS')","('SSCI', 'SSCI')","731","1.4","('Q3', 'Q3')","0.32","0.34"
"Advances in Traditional Medicine","2662-4052","2662-4060","PHARMACOLOGY & PHARMACY","('ESCI',)","799","1.4","Q4","0.31","12.70"
"Anthropology & Aging","2374-2267","2374-2267","GERONTOLOGY","('ESCI',)","150","1.4","Q3","0.31","100.00"
"Australasian Journal of Information Systems","1449-8618","1326-2238","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","740","1.4","Q4","0.31","86.36"
"CHINESE JOURNAL OF ANALYTICAL CHEMISTRY","0253-3820","0253-3820","CHEMISTRY, ANALYTICAL","('SCIE',)","2,925","1.4","Q4","0.31","27.99"
"Health Scope","2251-8959","2251-9513","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('ESCI',)","536","1.4","Q4","0.31","96.72"
"International Journal of Protective Structures","2041-4196","2041-420X","ENGINEERING, CIVIL","('ESCI',)","1,017","1.4","Q3","0.31","21.60"
"JOURNAL OF GENERAL PLANT PATHOLOGY","1345-2630","1610-739X","PLANT SCIENCES","('SCIE',)","1,534","1.4","Q3","0.31","13.33"
"Journal of Hospital Management and Health Policy","2523-2533","2523-2533","HEALTH CARE SCIENCES & SERVICES","('ESCI',)","247","1.4","Q4","0.31","72.73"
"JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER","0887-8722","1533-6808","('ENGINEERING, MECHANICAL', 'THERMODYNAMICS')","('SCIE', 'SCIE')","3,756","1.4","('Q4', 'Q4')","0.31","0.00"
"Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration","1211-555X","1804-8048","('BUSINESS', 'ECONOMICS', 'MANAGEMENT')","('ESCI', 'ESCI', 'ESCI')","167","1.4","('Q3', 'Q3', 'Q4')","0.31","98.63"
"Accounting Historians Journal","0148-4184","2327-4468","BUSINESS, FINANCE","('ESCI',)","389","1.4","Q3","0.30","0.00"
"Acta Technologica Agriculturae","","1338-5267","AGRICULTURE, MULTIDISCIPLINARY","('ESCI',)","284","1.4","Q3","0.30","100.00"
"American Journal of Cardiovascular Disease","2160-200X","2160-200X","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","721","1.4","Q3","0.30","1.67"
"BIOTECHNIC & HISTOCHEMISTRY","1052-0295","1473-7760","('BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'CELL BIOLOGY')","('SCIE', 'SCIE')","1,806","1.4","('Q4', 'Q4')","0.30","1.41"
"Chinese Journal of Chromatography","1000-8713","1000-8713","CHEMISTRY, ANALYTICAL","('ESCI',)","1,160","1.4","Q4","0.30","0.00"
"ECONOMIC DEVELOPMENT QUARTERLY","0891-2424","1552-3543","('DEVELOPMENT STUDIES', 'ECONOMICS', 'URBAN STUDIES')","('SSCI', 'SSCI', 'SSCI')","1,018","1.4","('Q3', 'Q3', 'Q3')","0.30","9.09"
"GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS","0309-1929","1029-0419","('ASTRONOMY & ASTROPHYSICS', 'GEOCHEMISTRY & GEOPHYSICS', 'MECHANICS')","('SCIE', 'SCIE', 'SCIE')","1,056","1.4","('Q3', 'Q3', 'Q4')","0.30","36.84"
"IEEE Letters on Electromagnetic Compatibility Practice and Applications","","2637-6423","ENGINEERING, ELECTRICAL & ELECTRONIC","('ESCI',)","192","1.4","Q4","0.30","16.44"
"IET Signal Processing","1751-9675","1751-9683","ENGINEERING, ELECTRICAL & ELECTRONIC","('SCIE',)","1,180","1.4","Q4","0.30","100.00"
"INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS","0098-9886","1097-007X","ENGINEERING, ELECTRICAL & ELECTRONIC","('SCIE',)","3,345","1.4","Q4","0.30","3.15"
"JOURNAL OF COMPUTER AND SYSTEM SCIENCES","0022-0000","1090-2724","('COMPUTER SCIENCE, HARDWARE & ARCHITECTURE', 'COMPUTER SCIENCE, THEORY & METHODS')","('SCIE', 'SCIE')","4,924","1.4","('Q4', 'Q3')","0.30","40.24"
"Journal of Transport and Supply Chain Management","2310-8789","1995-5235","MANAGEMENT","('ESCI',)","288","1.4","Q4","0.30","95.95"
"KYBERNETIKA","0023-5954","","COMPUTER SCIENCE, CYBERNETICS","('SCIE',)","925","1.4","Q4","0.30","0.83"
"Online Journal of Public Health Informatics","","1947-2579","('HEALTH CARE SCIENCES & SERVICES', 'MEDICAL INFORMATICS')","('ESCI', 'ESCI')","494","1.4","('Q4', 'Q4')","0.30","100.00"
"Periodico di Mineralogia","0369-8963","2239-1002","('GEOCHEMISTRY & GEOPHYSICS', 'MINERALOGY')","('SCIE', 'SCIE')","553","1.4","('Q3', 'Q3')","0.30","0.00"
"Plant Biotechnology","1342-4580","","('BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'PLANT SCIENCES')","('SCIE', 'SCIE')","1,539","1.4","('Q4', 'Q3')","0.30","97.83"
"African Journal of Laboratory Medicine","2225-2002","2225-2010","MEDICINE, RESEARCH & EXPERIMENTAL","('ESCI',)","506","1.4","Q4","0.29","100.00"
"International Journal of Innovation Management","1363-9196","1757-5877","MANAGEMENT","('ESCI',)","2,141","1.4","Q4","0.29","11.79"
"Journal of Clinical and Experimental Hematopathology","1346-4280","1880-9952","HEMATOLOGY","('ESCI',)","501","1.4","Q4","0.29","99.20"
"Journal of Data Information and Management","2524-6356","2524-6364","('BUSINESS', 'COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS')","('ESCI', 'ESCI')","236","1.4","('Q3', 'Q4')","0.29","8.33"
"Journal of Nonprofit & Public Sector Marketing","1049-5142","1540-6997","BUSINESS","('ESCI',)","695","1.4","Q3","0.29","11.76"
"Journal of the Association of Medical Microbiology and Infectious Disease Canada (JAMMI)","","2371-0888","('INFECTIOUS DISEASES', 'MICROBIOLOGY')","('ESCI', 'ESCI')","292","1.4","('Q4', 'Q4')","0.29","1.98"
"JOURNAL OF TROPICAL ECOLOGY","0266-4674","1469-7831","ECOLOGY","('SCIE',)","2,874","1.4","Q4","0.29","34.69"
"Molecular & Cellular Toxicology","1738-642X","2092-8467","TOXICOLOGY","('SCIE',)","998","1.4","Q4","0.29","3.83"
"NUTRITION AND HEALTH","0260-1060","2047-945X","NUTRITION & DIETETICS","('ESCI',)","1,141","1.4","Q4","0.29","16.80"
"Renewable Energy Research and Applications","2717-252X","2676-7430","('ENERGY & FUELS', 'GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY')","('ESCI', 'ESCI')","166","1.4","('Q4', 'Q4')","0.29","0.00"
"TRANSPORTATION JOURNAL","0041-1612","2157-328X","('MANAGEMENT', 'TRANSPORTATION')","('SSCI', 'SSCI')","540","1.4","('Q4', 'Q4')","0.29","9.38"
"Zoonotic Diseases","","2813-0227","INFECTIOUS DISEASES","('ESCI',)","142","1.4","Q4","0.29","100.00"
"All Life","2689-5293","2689-5307","MULTIDISCIPLINARY SCIENCES","('SCIE',)","517","1.4","Q3","0.28","100.00"
"CALIFORNIA AGRICULTURE","0008-0845","2160-8091","AGRICULTURE, MULTIDISCIPLINARY","('SCIE',)","831","1.4","Q3","0.28","100.00"
"Clinical and Experimental Vaccine Research","2287-3651","2287-366X","IMMUNOLOGY","('ESCI',)","544","1.4","Q4","0.28","100.00"
"Foundations and Trends in Systems and Control","2325-6818","2325-6826","AUTOMATION & CONTROL SYSTEMS","('ESCI',)","236","1.4","Q4","0.28","0.00"
"GENES TO CELLS","1356-9597","1365-2443","('CELL BIOLOGY', 'GENETICS & HEREDITY')","('SCIE', 'SCIE')","3,200","1.4","('Q4', 'Q4')","0.28","33.89"
"IETE JOURNAL OF RESEARCH","0377-2063","0974-780X","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'TELECOMMUNICATIONS')","('SCIE', 'SCIE')","3,557","1.4","('Q4', 'Q4')","0.28","0.10"
"International Journal of Geotechnical Engineering","1938-6362","1939-7879","ENGINEERING, GEOLOGICAL","('ESCI',)","1,969","1.4","Q3","0.28","2.12"
"Journal of the Saudi Heart Association","1016-7315","2212-5043","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","546","1.4","Q3","0.28","99.17"
"Journal of Water Management Modeling","2292-6062","2292-6062","WATER RESOURCES","('ESCI',)","237","1.4","Q4","0.28","100.00"
"MAPAN-Journal of Metrology Society of India","0970-3950","0974-9853","('INSTRUMENTS & INSTRUMENTATION', 'PHYSICS, APPLIED')","('SCIE', 'SCIE')","774","1.4","('Q4', 'Q4')","0.28","5.08"
"Oncology Research and Treatment","2296-5270","2296-5262","ONCOLOGY","('SCIE',)","1,322","1.4","Q4","0.28","16.22"
"ACTA CLINICA BELGICA","1784-3286","2295-3337","MEDICINE, GENERAL & INTERNAL","('SCIE',)","1,289","1.4","Q2","0.27","1.74"
"Australian Journal of Emergency Management","1324-1540","1324-1540","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('ESCI',)","813","1.4","Q4","0.27","0.00"
"Journal of Control Automation and Electrical Systems","2195-3880","2195-3899","AUTOMATION & CONTROL SYSTEMS","('ESCI',)","1,189","1.4","Q4","0.27","1.59"
"Journal of Information and Communication Technology-Malaysia","1675-414X","2180-3862","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","237","1.4","Q4","0.27","94.20"
"Journal of Naval Architecture and Marine Engineering","1813-8535","2070-8998","ENGINEERING, MARINE","('ESCI',)","210","1.4","Q3","0.27","54.17"
"Journal of Organizational Ethnography","2046-6749","2046-6757","MANAGEMENT","('ESCI',)","346","1.4","Q4","0.27","21.05"
"Journal of Rubber Research","1511-1768","2524-3993","POLYMER SCIENCE","('SCIE',)","680","1.4","Q4","0.27","2.24"
"Instruments","","2410-390X","('INSTRUMENTS & INSTRUMENTATION', 'PHYSICS, APPLIED')","('ESCI', 'ESCI')","497","1.4","('Q4', 'Q4')","0.26","100.00"
"International Journal of Corrosion and Scale Inhibition","2305-6894","2305-6894","MATERIALS SCIENCE, MULTIDISCIPLINARY","('ESCI',)","1,267","1.4","Q4","0.26","98.87"
"INTERNATIONAL JOURNAL OF INTERNET MARKETING AND ADVERTISING","1477-5212","1741-8100","BUSINESS","('ESCI',)","408","1.4","Q3","0.26","0.00"
"International Journal of RF Technologies-Research and Applications","1754-5730","1754-5749","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","89","1.4","Q4","0.26","3.70"
"Journal of Cancer Research and Therapeutics","0973-1482","1998-4138","ONCOLOGY","('SCIE',)","5,191","1.4","Q4","0.26","100.00"
"JOURNAL OF CERAMIC PROCESSING RESEARCH","1229-9162","1229-9162","MATERIALS SCIENCE, CERAMICS","('SCIE',)","1,370","1.4","Q3","0.26","0.00"
"SOLID-STATE ELECTRONICS","0038-1101","1879-2405","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'PHYSICS, APPLIED', 'PHYSICS, CONDENSED MATTER')","('SCIE', 'SCIE', 'SCIE')","6,326","1.4","('Q4', 'Q4', 'Q4')","0.26","18.85"
"Advanced Steel Construction","1816-112X","","('CONSTRUCTION & BUILDING TECHNOLOGY', 'ENGINEERING, CIVIL', 'MATERIALS SCIENCE, CHARACTERIZATION & TESTING')","('SCIE', 'SCIE', 'SCIE')","671","1.4","('Q3', 'Q3', 'Q3')","0.25","52.76"
"Cardiovascular Endocrinology & Metabolism","2574-0954","2574-0954","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","329","1.4","Q3","0.25","95.38"
"International Journal of Automation and Control","1740-7516","1740-7524","AUTOMATION & CONTROL SYSTEMS","('ESCI',)","323","1.4","Q4","0.25","1.08"
"Journal Of Cardiovascular and Thoracic Research","2008-5117","2008-6830","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","681","1.4","Q3","0.25","99.15"
"Journal of Mining and Metallurgy Section B-Metallurgy","1450-5339","2217-7175","METALLURGY & METALLURGICAL ENGINEERING","('SCIE',)","630","1.4","Q3","0.25","98.21"
"Ledger","","2379-5980","ECONOMICS","('ESCI',)","99","1.4","Q3","0.25","95.24"
"SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE","0253-939X","2224-7904","FOOD SCIENCE & TECHNOLOGY","('SCIE',)","903","1.4","Q4","0.25","64.86"
"WATER SA","0378-4738","1816-7950","WATER RESOURCES","('SCIE',)","2,081","1.4","Q4","0.25","100.00"
"IET Computer Vision","1751-9632","1751-9640","('COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE', 'ENGINEERING, ELECTRICAL & ELECTRONIC')","('SCIE', 'SCIE')","1,018","1.4","('Q4', 'Q4')","0.24","99.55"
"Journal of Cases on Information Technology","1548-7717","1548-7725","COMPUTER SCIENCE, INFORMATION SYSTEMS","('ESCI',)","276","1.4","Q4","0.24","100.00"
"Journal of Creating Value","2394-9643","2454-213X","('BUSINESS', 'MANAGEMENT')","('ESCI', 'ESCI')","262","1.4","('Q3', 'Q4')","0.24","26.09"
"Journal of Public Health and Emergency","","2520-0054","('EMERGENCY MEDICINE', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH')","('ESCI', 'ESCI')","208","1.4","('Q3', 'Q4')","0.24","100.00"
"MENDELEEV COMMUNICATIONS","0959-9436","1364-551X","CHEMISTRY, MULTIDISCIPLINARY","('SCIE',)","2,509","1.4","Q3","0.24","2.80"
"Molecular Biology Research Communications","2322-181X","2345-2005","BIOCHEMISTRY & MOLECULAR BIOLOGY","('ESCI',)","310","1.4","Q4","0.24","0.00"
"CHIMIA","0009-4293","2673-2424","CHEMISTRY, MULTIDISCIPLINARY","('SCIE',)","2,022","1.4","Q3","0.23","97.26"
"Journal of Applied Geodesy","1862-9016","1862-9024","REMOTE SENSING","('ESCI',)","470","1.4","Q4","0.23","15.24"
"Korean Journal of Metals and Materials","1738-8228","","('MATERIALS SCIENCE, MULTIDISCIPLINARY', 'METALLURGY & METALLURGICAL ENGINEERING')","('SCIE', 'SCIE')","794","1.4","('Q4', 'Q3')","0.23","99.69"
"SURVEY REVIEW","0039-6265","1752-2706","('ENGINEERING, CIVIL', 'GEOSCIENCES, MULTIDISCIPLINARY', 'REMOTE SENSING')","('SCIE', 'SCIE', 'SCIE')","892","1.4","('Q3', 'Q3', 'Q4')","0.23","6.25"
"Current Sports Medicine Reports","1537-890X","1537-8918","SPORT SCIENCES","('SCIE',)","2,758","1.4","Q3","0.22","0.00"
"Egyptian Liver Journal","2090-6218","2090-6226","GASTROENTEROLOGY & HEPATOLOGY","('ESCI',)","453","1.4","Q4","0.22","99.58"
"JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY","1388-3127","1573-1111","CHEMISTRY, MULTIDISCIPLINARY","('SCIE',)","2,357","1.4","Q3","0.22","17.02"
"Proceedings of the Institution of Civil Engineers-Energy","1751-4223","1751-4231","ENERGY & FUELS","('SCIE',)","377","1.4","Q4","0.22","5.88"
"Promet-Traffic & Transportation","0353-5320","1848-4069","TRANSPORTATION SCIENCE & TECHNOLOGY","('SCIE',)","863","1.4","Q4","0.22","98.29"
"Annals of Blood","","2521-361X","HEMATOLOGY","('ESCI',)","289","1.4","Q4","0.21","100.00"
"Asian Biomedicine","1905-7415","1875-855X","MEDICINE, RESEARCH & EXPERIMENTAL","('SCIE',)","542","1.4","Q4","0.21","100.00"
"Ciencia e Tecnica Vitivinicola","","2416-3953","FOOD SCIENCE & TECHNOLOGY","('SCIE',)","225","1.4","Q4","0.21","100.00"
"Electronic Journal of Structural Engineering","1443-9255","1443-9255","ENGINEERING, CIVIL","('ESCI',)","377","1.4","Q3","0.21","77.66"
"Journal of Developmental Entrepreneurship","1084-9467","1793-706X","BUSINESS","('ESCI',)","759","1.4","Q3","0.21","0.00"
"Journal of the ASABE","2769-3295","2769-3287","AGRICULTURAL ENGINEERING","('SCIE',)","565","1.4","Q3","0.21","2.46"
"Journal of the Belgian Society of Radiology","2514-8281","2514-8281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","477","1.4","Q3","0.21","100.00"
"CZECH JOURNAL OF FOOD SCIENCES","1212-1800","1805-9317","FOOD SCIENCE & TECHNOLOGY","('SCIE',)","1,968","1.4","Q4","0.20","96.71"
"European Journal of Environmental Sciences","1805-0174","2336-1964","ENVIRONMENTAL SCIENCES","('ESCI',)","181","1.4","Q4","0.20","100.00"
"PLASTICS RUBBER AND COMPOSITES","1465-8011","1743-2898","('MATERIALS SCIENCE, COMPOSITES', 'POLYMER SCIENCE')","('SCIE', 'SCIE')","1,347","1.4","('Q4', 'Q4')","0.20","6.10"
"Vessel Plus","","2574-1209","CARDIAC & CARDIOVASCULAR SYSTEMS","('ESCI',)","316","1.4","Q3","0.20","98.10"
"ACTA ASTRONOMICA","0001-5237","0001-5237","ASTRONOMY & ASTROPHYSICS","('SCIE',)","1,355","1.4","Q3","0.19","0.00"
"Analytical & Bioanalytical Electrochemistry","2008-4226","2008-4226","ELECTROCHEMISTRY","('ESCI',)","806","1.4","Q4","0.19","0.00"
"Global Journal of Medical Pharmaceutical and Biomedical Update","","2765-8910","MEDICINE, GENERAL & INTERNAL","('ESCI',)","84","1.4","Q2","0.19","94.92"
"International Journal of Computational Science and Engineering","1742-7185","1742-7193","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","('ESCI',)","1,039","1.4","Q4","0.19","1.11"
